ID1,ID2,N_SNP,HetHet,IBS0,Kinship
Nbusc23_16,Nbusc23_34,44185,0.0905,0.0308,0.0504
Nbusc23_17,Nbusc23_40,47667,0.0908,0.0256,0.0713
Nbusc23_20,Nbusc23_36,47432,0.0881,0.0299,0.0527
Nbusc23_23,Nbusc23_37,49185,0.0989,0.0204,0.0976
Nbusc23_26,Nbusc23_38,47372,0.0910,0.0317,0.0507
Nbusc23_26,Nbusc23_42,40629,0.0888,0.0278,0.0543
Nbusc23_27,Nbusc23_38,46567,0.0908,0.0300,0.0543
Nbusc23_27,Nbusc23_42,39816,0.0890,0.0272,0.0619
Nbusc23_30,Nbusc23_38,48340,0.0948,0.0287,0.0494
Nbusc23_30,Nbusc23_39,47877,0.1079,0.0361,0.0598
Nbusc23_30,Nbusc23_49,47320,0.1102,0.0311,0.0791
Nbusc23_32,Nbusc23_39,46728,0.1068,0.0358,0.0467
Nbusc23_32,Nbusc23_49,45987,0.1049,0.0361,0.0566
Nbusc23_34,Nbusc23_39,46164,0.1166,0.0051,0.1793
Nbusc23_38,Nbusc23_54,47585,0.0878,0.0261,0.0452
Nbusc23_39,Nbusc23_44,48832,0.1303,0.0051,0.2072
Nbusc23_39,Nbusc23_49,47378,0.1062,0.0351,0.0525
Nbusc23_42,Nbusc23_43,40209,0.0858,0.0311,0.0451
Nbusc23_42,Nbusc23_46,40697,0.0899,0.0302,0.0498
Nbusc23_43,Nbusc23_50,44748,0.1251,0.0027,0.2508
Nbusc23_43,Nbusc23_51,42503,0.1175,0.0043,0.2184
Nbusc23_43,Nbusc23_X,45381,0.0934,0.0210,0.1026
Nbusc23_50,Nbusc23_51,42854,0.0956,0.0152,0.1518
